Commodity,Port,Time,Containerized Vessel SWT (Gen) (kg),Customs Containerized Vessel Value (Gen) ($US)
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",3/1/2010,"61,105,959","65,605,138"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",4/1/2010,"61,965,474","66,171,112"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",5/1/2010,"60,958,146","68,549,604"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",6/1/2010,"66,970,960","73,121,834"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",7/1/2010,"64,134,900","69,444,474"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",8/1/2010,"71,243,817","78,743,665"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",9/1/2010,"66,278,269","73,291,394"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",10/1/2010,"55,059,700","65,655,839"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",11/1/2010,"63,538,926","73,145,011"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",12/1/2010,"69,828,843","82,700,321"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",1/1/2011,"61,542,133","78,548,766"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",2/1/2011,"55,260,282","69,002,315"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",3/1/2011,"63,538,494","83,732,682"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",4/1/2011,"60,461,621","79,026,910"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",5/1/2011,"70,373,627","94,780,539"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",6/1/2011,"66,827,409","90,342,976"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",7/1/2011,"64,150,041","86,765,675"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",8/1/2011,"67,495,749","91,362,691"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",9/1/2011,"50,006,690","66,821,948"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",10/1/2011,"50,421,602","68,811,426"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",11/1/2011,"57,024,895","78,911,942"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",12/1/2011,"58,611,426","81,441,138"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",1/1/2012,"63,894,328","88,313,586"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",2/1/2012,"47,390,833","63,740,384"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",3/1/2012,"57,260,784","78,834,548"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",4/1/2012,"59,395,598","82,814,056"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",5/1/2012,"55,687,284","78,989,263"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",6/1/2012,"59,165,476","84,701,471"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",7/1/2012,"67,220,668","94,378,205"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",8/1/2012,"63,036,294","88,588,424"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",9/1/2012,"56,441,135","79,862,801"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",10/1/2012,"57,097,580","81,107,859"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",11/1/2012,"52,656,604","77,569,214"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",12/1/2012,"66,416,019","95,177,990"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",1/1/2013,"70,575,661","97,613,099"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",2/1/2013,"52,954,039","70,158,002"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",3/1/2013,"51,228,316","71,541,675"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",4/1/2013,"62,101,272","83,487,107"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",5/1/2013,"67,920,334","89,398,975"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",6/1/2013,"60,203,086","81,186,317"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",7/1/2013,"62,286,018","84,795,194"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",8/1/2013,"62,062,110","84,513,007"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",9/1/2013,"59,158,934","79,272,343"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",10/1/2013,"56,921,601","77,602,752"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",11/1/2013,"56,511,687","77,805,757"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",12/1/2013,"62,540,717","88,625,312"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",1/1/2014,"69,464,966","92,161,954"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",2/1/2014,"43,622,116","59,756,876"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",3/1/2014,"59,499,129","76,409,287"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",4/1/2014,"58,586,872","79,052,327"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",5/1/2014,"59,615,731","81,191,040"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",6/1/2014,"65,315,755","88,678,155"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",7/1/2014,"57,628,039","80,381,293"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",8/1/2014,"58,868,033","79,737,472"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",9/1/2014,"60,430,980","82,284,514"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",10/1/2014,"58,426,366","84,439,354"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",11/1/2014,"55,688,675","79,323,811"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",12/1/2014,"59,045,593","83,266,068"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",1/1/2015,"57,117,998","76,891,337"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",2/1/2015,"42,331,474","56,340,316"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",3/1/2015,"71,549,552","96,312,832"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",4/1/2015,"76,992,334","102,117,860"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",5/1/2015,"64,772,185","87,325,175"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",6/1/2015,"61,587,437","89,063,784"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",7/1/2015,"60,936,228","86,646,783"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",8/1/2015,"58,551,618","85,400,436"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",9/1/2015,"58,430,813","82,524,371"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",10/1/2015,"52,686,891","75,469,412"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",11/1/2015,"58,308,183","82,622,375"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",12/1/2015,"59,344,457","85,716,785"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",1/1/2016,"58,402,914","81,180,016"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",2/1/2016,"55,503,922","77,339,839"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",3/1/2016,"55,436,777","79,273,770"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",4/1/2016,"56,259,856","80,497,365"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",5/1/2016,"56,113,763","79,603,066"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",6/1/2016,"61,401,046","84,726,449"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",7/1/2016,"50,158,752","74,960,086"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",8/1/2016,"59,522,916","87,205,882"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",9/1/2016,"53,103,066","76,740,278"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",10/1/2016,"47,743,664","72,990,668"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",11/1/2016,"52,971,782","81,216,186"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",12/1/2016,"55,735,603","83,837,666"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",1/1/2017,"61,465,581","90,973,656"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",2/1/2017,"47,441,671","67,605,547"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",3/1/2017,"61,828,643","88,283,780"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",4/1/2017,"54,293,241","78,079,037"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",5/1/2017,"53,476,837","85,977,832"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",6/1/2017,"52,049,468","83,212,963"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",7/1/2017,"55,764,571","87,295,252"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",8/1/2017,"70,215,239","99,804,795"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",9/1/2017,"61,350,333","84,212,697"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",10/1/2017,"50,212,049","79,047,474"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",11/1/2017,"56,863,767","82,988,874"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",12/1/2017,"55,505,798","86,630,962"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",1/1/2018,"61,118,447","90,697,060"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",2/1/2018,"52,961,209","80,515,581"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",3/1/2018,"47,847,585","73,299,064"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",4/1/2018,"56,320,864","84,912,485"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",5/1/2018,"59,513,727","93,361,555"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",6/1/2018,"55,420,779","89,174,731"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",7/1/2018,"63,337,379","96,724,252"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",8/1/2018,"63,345,916","101,966,437"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",9/1/2018,"56,313,891","87,643,052"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",10/1/2018,"60,176,423","96,151,375"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",11/1/2018,"65,901,577","100,339,094"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",12/1/2018,"76,015,207","109,650,603"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",1/1/2019,"55,746,990","82,932,751"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",2/1/2019,"45,758,900","64,693,941"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",3/1/2019,"50,028,142","70,734,342"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",4/1/2019,"49,666,818","73,632,803"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",5/1/2019,"56,828,669","86,338,787"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",6/1/2019,"51,232,503","77,814,075"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",7/1/2019,"61,068,809","92,598,457"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",8/1/2019,"58,884,346","86,625,435"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",9/1/2019,"60,856,961","85,468,935"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",10/1/2019,"58,659,893","89,637,947"
"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Los Angeles-Long Beach, CA (Port)",11/1/2019,"56,474,321","85,153,806"
