Commodity,Port,Time,Containerized Vessel SWT (Gen) (kg),Customs Containerized Vessel Value (Gen) ($US)
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",10/1/2004,"984,145","2,490,860"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",11/1/2004,"1,011,508","2,181,939"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",12/1/2004,"801,984","2,508,624"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",1/1/2005,"1,419,044","2,839,046"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",2/1/2005,"1,167,654","2,222,368"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",3/1/2005,"1,530,254","3,435,440"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",4/1/2005,"1,182,902","1,831,850"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",5/1/2005,"824,073","1,112,642"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",6/1/2005,"1,434,658","2,120,199"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",7/1/2005,"590,416","1,113,771"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",8/1/2005,"1,350,843","1,754,339"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",9/1/2005,"1,108,658","1,490,544"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",10/1/2005,"939,200","2,135,178"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",11/1/2005,"1,051,273","1,973,557"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",12/1/2005,"923,481","2,143,379"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",1/1/2006,"1,367,383","2,040,847"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",2/1/2006,"1,423,405","2,662,618"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",3/1/2006,"1,451,218","2,098,617"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",4/1/2006,"1,194,858","1,578,916"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",5/1/2006,"1,553,886","2,263,922"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",6/1/2006,"970,452","1,079,454"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",7/1/2006,"893,004","1,413,312"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",8/1/2006,"1,632,500","2,486,800"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",9/1/2006,"1,102,440","1,754,188"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",10/1/2006,"1,229,510","2,133,081"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",11/1/2006,"1,051,924","2,183,669"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",12/1/2006,"790,220","1,406,626"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",1/1/2007,"754,616","1,576,961"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",2/1/2007,"1,074,449","1,300,207"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",3/1/2007,"1,462,891","1,770,004"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",4/1/2007,"1,355,345","2,036,442"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",5/1/2007,"1,143,283","1,710,738"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",6/1/2007,"1,195,382","2,199,886"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",7/1/2007,"1,331,134","2,272,457"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",8/1/2007,"1,453,322","2,430,584"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",9/1/2007,"1,634,239","3,009,298"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",10/1/2007,"1,489,660","2,688,868"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",11/1/2007,"1,641,881","2,574,911"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",12/1/2007,"1,419,370","2,436,958"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",1/1/2008,"760,077","1,363,090"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",2/1/2008,"335,851","909,334"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",3/1/2008,"902,753","1,673,421"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",4/1/2008,"438,406","1,219,195"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",5/1/2008,"591,326","1,729,052"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",6/1/2008,"304,533","1,051,136"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",7/1/2008,"475,703","1,402,734"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",8/1/2008,"1,776,839","4,595,776"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",9/1/2008,"1,246,766","3,314,769"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",10/1/2008,"1,399,195","3,432,361"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",11/1/2008,"1,541,080","3,502,521"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",12/1/2008,"1,012,598","2,936,896"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",1/1/2009,"1,514,013","3,380,829"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",2/1/2009,"1,249,089","2,433,906"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",3/1/2009,"798,198","1,721,731"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",4/1/2009,"1,496,853","2,885,193"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",5/1/2009,"627,129","1,261,420"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",6/1/2009,"1,280,624","2,310,243"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",7/1/2009,"1,595,003","2,390,115"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",8/1/2009,"1,682,342","2,542,569"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",9/1/2009,"1,362,340","2,433,474"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",10/1/2009,"1,590,255","2,755,080"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",11/1/2009,"987,191","1,766,031"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",12/1/2009,"1,118,915","1,770,165"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",1/1/2010,"1,098,162","1,505,661"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",2/1/2010,"974,196","2,170,821"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",3/1/2010,"1,074,927","2,267,234"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",4/1/2010,"1,254,887","1,770,747"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",5/1/2010,"1,243,999","2,107,688"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",6/1/2010,"1,459,620","3,120,511"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",7/1/2010,"1,210,708","3,094,354"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",8/1/2010,"636,006","1,646,974"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",9/1/2010,"1,017,509","2,075,965"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",10/1/2010,"1,244,675","3,180,547"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",11/1/2010,"1,827,173","3,381,493"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",12/1/2010,"1,005,838","2,728,466"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",1/1/2011,"1,642,639","3,904,292"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",2/1/2011,"785,599","1,540,124"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",3/1/2011,"989,410","2,836,479"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",4/1/2011,"986,301","2,896,275"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",5/1/2011,"998,971","2,737,412"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",6/1/2011,"1,622,551","4,631,967"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",7/1/2011,"1,758,954","5,233,137"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",8/1/2011,"1,296,148","4,468,148"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",9/1/2011,"1,276,625","3,579,474"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",10/1/2011,"1,295,887","4,563,261"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",11/1/2011,"1,237,596","3,665,369"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",12/1/2011,"1,375,471","4,050,835"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",1/1/2012,"1,233,847","3,896,829"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",2/1/2012,"1,182,869","2,595,601"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",3/1/2012,"1,525,309","3,441,428"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",4/1/2012,"1,285,604","2,567,594"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",5/1/2012,"950,382","1,910,859"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",6/1/2012,"945,359","1,632,631"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",7/1/2012,"901,284","2,488,924"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",8/1/2012,"1,369,964","2,711,938"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",9/1/2012,"918,044","1,788,785"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",10/1/2012,"1,140,553","2,006,316"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",11/1/2012,"1,809,370","3,794,389"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",12/1/2012,"1,324,530","2,179,362"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",1/1/2013,"1,670,949","2,451,456"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",2/1/2013,"1,458,077","2,375,096"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",3/1/2013,"1,733,038","1,649,860"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",4/1/2013,"1,658,803","1,739,388"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",5/1/2013,"2,482,591","2,253,712"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",6/1/2013,"2,107,236","2,433,602"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",7/1/2013,"1,954,814","2,127,192"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",8/1/2013,"3,113,613","4,253,756"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",9/1/2013,"2,361,776","2,661,079"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",10/1/2013,"2,607,169","2,788,398"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",11/1/2013,"2,111,070","2,937,807"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",12/1/2013,"1,706,848","1,925,319"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",1/1/2014,"2,190,904","2,777,317"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",2/1/2014,"1,405,118","1,858,407"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",3/1/2014,"1,381,452","1,804,371"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",4/1/2014,"1,646,705","2,199,226"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",5/1/2014,"1,623,629","2,055,932"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",6/1/2014,"1,412,351","2,992,274"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",7/1/2014,"1,861,291","3,895,149"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",8/1/2014,"1,612,831","3,042,872"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",9/1/2014,"2,089,509","5,473,404"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",10/1/2014,"2,503,079","6,484,690"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",11/1/2014,"2,218,554","5,218,769"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",12/1/2014,"1,282,538","2,782,427"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",1/1/2015,"1,391,693","4,923,747"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",2/1/2015,"1,607,861","3,605,247"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",3/1/2015,"2,274,005","3,928,134"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",4/1/2015,"2,700,141","5,294,691"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",5/1/2015,"1,145,746","3,291,148"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",6/1/2015,"1,914,237","4,962,465"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",7/1/2015,"2,210,316","5,083,358"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",8/1/2015,"1,837,331","4,889,589"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",9/1/2015,"1,650,962","4,237,233"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",10/1/2015,"1,442,634","3,837,684"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",11/1/2015,"2,190,661","5,018,566"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",12/1/2015,"1,283,120","3,334,925"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",1/1/2016,"1,322,447","2,936,729"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",2/1/2016,"1,151,453","2,657,688"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",3/1/2016,"1,413,841","2,333,772"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",4/1/2016,"1,361,708","2,582,186"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",5/1/2016,"1,477,018","4,521,810"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",6/1/2016,"1,611,725","3,916,102"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",7/1/2016,"1,999,475","5,501,150"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",8/1/2016,"2,265,804","7,498,043"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",9/1/2016,"1,990,478","7,294,840"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",10/1/2016,"1,681,184","6,343,105"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",11/1/2016,"1,792,872","6,507,078"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",12/1/2016,"2,019,115","7,859,593"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",1/1/2017,"1,387,005","3,573,046"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",2/1/2017,"1,235,666","2,772,910"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",3/1/2017,"1,516,698","3,723,156"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",4/1/2017,"2,035,353","4,980,589"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",5/1/2017,"4,338,175","8,332,345"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",6/1/2017,"7,213,031","14,041,530"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",7/1/2017,"6,520,273","11,215,516"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",8/1/2017,"6,053,036","9,579,249"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",9/1/2017,"2,981,124","5,028,287"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",10/1/2017,"2,808,697","4,858,563"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",11/1/2017,"2,783,744","5,334,214"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",12/1/2017,"3,671,140","6,202,993"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",1/1/2018,"3,839,353","8,308,040"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",2/1/2018,"5,991,531","11,221,342"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",3/1/2018,"7,040,719","13,389,337"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",4/1/2018,"6,721,551","11,477,515"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",5/1/2018,"5,562,176","8,975,175"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",6/1/2018,"8,092,047","12,414,479"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",7/1/2018,"8,702,947","15,721,671"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",8/1/2018,"11,465,628","15,909,963"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",9/1/2018,"7,288,837","10,822,598"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",10/1/2018,"7,913,697","13,028,549"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",11/1/2018,"5,929,553","9,016,302"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",12/1/2018,"5,754,242","11,922,768"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",1/1/2019,"9,502,582","15,820,170"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",2/1/2019,"7,694,746","11,466,708"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",3/1/2019,"7,703,860","12,212,185"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",4/1/2019,"9,341,338","14,496,840"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",5/1/2019,"9,806,049","13,857,033"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",6/1/2019,"11,234,115","15,709,577"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",7/1/2019,"15,577,828","24,916,362"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",8/1/2019,"9,007,261","13,340,042"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",9/1/2019,"7,320,006","10,809,132"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",10/1/2019,"5,643,370","8,655,622"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",11/1/2019,"4,754,634","8,534,701"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",12/1/2019,"7,125,127","16,210,894"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",1/1/2020,"6,922,495","15,925,158"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",2/1/2020,"7,655,682","16,173,852"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",3/1/2020,"7,677,129","14,129,504"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",4/1/2020,"5,389,837","10,200,933"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",5/1/2020,"3,079,359","4,823,022"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",6/1/2020,"8,724,543","14,706,629"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",7/1/2020,"10,744,939","17,539,844"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",8/1/2020,"10,049,616","15,613,867"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",9/1/2020,"7,576,949","11,752,287"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",10/1/2020,"4,663,190","8,559,667"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",11/1/2020,"3,713,467","7,383,125"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",12/1/2020,"4,957,491","10,797,424"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",1/1/2021,"7,753,119","15,876,101"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",2/1/2021,"7,061,087","12,005,594"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",3/1/2021,"11,085,540","19,783,509"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",4/1/2021,"9,680,871","18,255,332"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",5/1/2021,"5,432,887","8,918,902"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",6/1/2021,"10,116,726","15,127,226"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",7/1/2021,"11,978,409","19,481,327"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",8/1/2021,"8,559,139","13,993,341"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",9/1/2021,"9,478,311","15,909,301"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",10/1/2021,"12,337,407","16,341,677"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",11/1/2021,"5,638,355","10,765,003"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",12/1/2021,"8,288,074","19,250,189"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",1/1/2022,"9,348,341","22,327,782"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",2/1/2022,"8,486,557","17,387,190"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",3/1/2022,"8,744,669","18,948,318"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",4/1/2022,"7,970,817","17,722,012"
08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Savannah, GA (Port)",5/1/2022,"6,783,797","13,543,841"
